,index,log-age-yr,Vmag,Kmag,V-F225W,V-F336W,V-F438W,V-F547M,V-F555W,V-F606W,V-F625W,V-F656N,V-F657N,V-F658N,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
3749,9,5.550008,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3750,10,5.600003,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3751,11,5.650006,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3752,12,5.700002,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3753,13,5.749999,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3754,14,5.800002,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3755,15,5.850003,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3756,16,5.900001,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3757,17,5.950005,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3758,18,6.0,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3759,19,6.019988,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3760,20,6.040009,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3761,21,6.060018,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3762,22,6.080013,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3763,23,6.099991,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3764,24,6.120014,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3765,25,6.140005,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3766,26,6.159988,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3767,27,6.180011,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3768,28,6.200002,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3769,29,6.220004,1.2314,1.9329,3.0185,1.9433,0.294,0.001,0.0472,-0.0199,-0.0715,0.0836,-0.018,0.0566,-0.2335,46.6471,0.0155,0.0374,0.2865,0.008,stelib
3770,30,6.24,1.1822,1.8871,3.0358,1.9562,0.3012,0.0013,0.0477,-0.02,-0.0709,0.0788,-0.0176,0.0585,-0.2331,46.6344,0.0147,0.0357,0.2744,0.008,stelib
3771,31,6.26,1.1042,1.8151,3.058,1.9729,0.3097,0.0017,0.0483,-0.0201,-0.0703,0.0739,-0.0171,0.0609,-0.2328,46.6188,0.0136,0.0332,0.2568,0.008,stelib
3772,32,6.280009,1.0286,1.7459,3.0709,1.9829,0.3137,0.0018,0.0487,-0.02,-0.0698,0.0735,-0.0162,0.0625,-0.2329,46.6084,0.0127,0.031,0.2408,0.008,stelib
3773,33,6.300008,0.9522,1.6763,3.0749,1.9867,0.3132,0.0018,0.0487,-0.0197,-0.0695,0.0778,-0.0147,0.0638,-0.2332,46.5903,0.0118,0.0288,0.2255,0.008,stelib
3774,34,6.320001,0.865,1.5962,3.0798,1.9909,0.313,0.0017,0.0487,-0.0195,-0.0692,0.0815,-0.0136,0.0647,-0.2338,46.5979,0.0109,0.0266,0.2093,0.008,stelib
3775,35,6.340008,0.8405,1.5723,3.0784,1.9902,0.3117,0.0016,0.0485,-0.0192,-0.0688,0.0836,-0.0127,0.0655,-0.2333,46.5938,0.0106,0.0259,0.2045,0.008,stelib
3776,36,6.360006,0.7717,1.5059,3.0724,1.9896,0.3089,0.0014,0.0482,-0.0186,-0.0679,0.0892,-0.0105,0.0673,-0.2321,46.5939,0.01,0.0243,0.1923,0.008,stelib
3777,37,6.379994,0.7132,1.4475,3.0677,1.9889,0.306,0.0012,0.0478,-0.018,-0.0667,0.0943,-0.0083,0.069,-0.2304,46.5933,0.0095,0.023,0.1821,0.008,stelib
3778,38,6.400002,0.6689,1.4008,3.0617,1.9869,0.3024,0.001,0.0472,-0.0172,-0.0653,0.0994,-0.0059,0.0709,-0.2278,46.583,0.0091,0.0221,0.174,0.008,stelib
3779,39,6.420005,0.6546,1.3798,3.0488,1.9808,0.2967,0.0006,0.0464,-0.0163,-0.0634,0.1052,-0.003,0.0732,-0.2239,46.544,0.009,0.0217,0.1703,0.008,stelib
3780,40,6.439995,0.5711,1.2929,3.0422,1.9776,0.2942,0.0005,0.046,-0.016,-0.0627,0.1067,-0.002,0.0739,-0.222,46.5511,0.0083,0.0201,0.1568,0.008,stelib
3781,41,6.459995,0.5007,1.2169,3.0251,1.9682,0.2896,0.0002,0.0453,-0.0151,-0.0611,0.1108,0.0007,0.076,-0.2183,46.5317,0.0078,0.0188,0.1458,0.008,stelib
3782,42,6.480007,0.427,1.1352,3.0023,1.9549,0.2846,-0.0001,0.0445,-0.014,-0.0588,0.1164,0.0048,0.0789,-0.2127,46.5049,0.0073,0.0175,0.1349,0.008,stelib
3783,43,6.500003,0.2937,0.9383,2.9155,1.8908,0.2667,-0.0006,0.0414,-0.0105,-0.0511,0.1232,0.0162,0.0889,-0.187,46.5103,0.0066,0.0154,0.1122,0.008,stelib
3784,44,6.519999,0.2576,0.87,2.8689,1.8608,0.2552,-0.001,0.0396,-0.0083,-0.0467,0.1312,0.0234,0.0948,-0.1739,46.5239,0.0064,0.0149,0.1051,0.008,stelib
3785,45,6.540004,0.2509,0.8113,2.8272,1.8336,0.2404,-0.0016,0.0371,-0.0057,-0.0406,0.1412,0.0319,0.1023,-0.1562,46.4664,0.0064,0.0148,0.0993,0.008,stelib
3786,46,6.560002,0.2915,0.7767,2.8151,1.8243,0.2261,-0.0021,0.0345,-0.0031,-0.0341,0.1523,0.0397,0.1101,-0.1358,46.3895,0.0067,0.0153,0.096,0.008,stelib
3787,47,6.580001,0.3411,0.7184,2.7779,1.7892,0.2085,-0.0024,0.0316,0.0001,-0.0262,0.1616,0.05,0.1206,-0.108,46.3209,0.0071,0.016,0.0907,0.008,stelib
3788,48,6.600003,0.4139,0.8062,2.7893,1.8034,0.2153,-0.0023,0.0328,-0.0009,-0.029,0.1597,0.0472,0.1171,-0.1178,46.2273,0.0076,0.017,0.0981,0.008,stelib
3789,49,6.620001,0.4292,0.7715,2.7688,1.7889,0.2114,-0.0024,0.0322,0.0002,-0.0268,0.1622,0.0512,0.121,-0.11,46.1519,0.0077,0.0172,0.0946,0.008,stelib
3790,50,6.640004,0.4457,0.731,2.7454,1.7721,0.2058,-0.0026,0.0313,0.0016,-0.024,0.1654,0.0562,0.1257,-0.1008,46.1059,0.0078,0.0174,0.0908,0.008,stelib
3791,51,6.660002,0.464,0.6843,2.7173,1.756,0.1973,-0.0029,0.0298,0.0036,-0.0195,0.1721,0.0634,0.1321,-0.0876,46.0536,0.0079,0.0176,0.0866,0.008,stelib
3792,52,6.68,0.4583,0.6167,2.6605,1.7232,0.1875,-0.0032,0.0281,0.0058,-0.0149,0.1776,0.0715,0.139,-0.0739,45.9885,0.0079,0.0174,0.081,0.008,stelib
3793,53,6.700002,0.4485,0.6276,2.5892,1.6745,0.1788,-0.0033,0.027,0.0063,-0.0138,0.1738,0.0733,0.1404,-0.0703,45.9038,0.0079,0.0172,0.0815,0.008,stelib
3794,54,6.720002,0.3688,0.3762,2.428,1.5214,0.1347,-0.0038,0.02,0.0154,0.0083,0.1874,0.1008,0.1704,0.0035,45.7862,0.0076,0.0159,0.0644,0.008,stelib
3795,55,6.739999,0.2677,0.0551,2.2266,1.3309,0.078,-0.0048,0.0107,0.0279,0.0375,0.212,0.1389,0.2111,0.0936,45.7276,0.0073,0.0144,0.0477,0.008,stelib
3796,56,6.76,0.176,-0.2989,2.0291,1.1461,0.0054,-0.0065,-0.0014,0.0452,0.0763,0.2597,0.1927,0.2657,0.1999,45.6777,0.0071,0.0132,0.0343,0.008,stelib
3797,57,6.78,0.0985,-0.6533,1.8473,0.9769,-0.0893,-0.009,-0.0169,0.0677,0.1251,0.3299,0.2618,0.3342,0.3206,45.6015,0.0072,0.0123,0.0247,0.008,stelib
3798,58,6.800002,0.0777,-0.8693,1.7452,0.8836,-0.1788,-0.0115,-0.031,0.0876,0.167,0.394,0.3216,0.3923,0.4145,45.4756,0.0076,0.012,0.0202,0.008,stelib
3799,59,6.819998,0.1295,-0.9205,1.7338,0.8654,-0.2166,-0.0126,-0.0367,0.0968,0.1859,0.4257,0.3491,0.4187,0.4566,45.3101,0.0082,0.0126,0.0192,0.008,stelib
3800,60,6.839999,0.2054,-0.8582,1.7674,0.9041,-0.1882,-0.0121,-0.0326,0.092,0.1755,0.4112,0.3351,0.4052,0.4399,45.2336,0.0085,0.0134,0.0203,0.008,stelib
3801,61,6.860003,0.2651,-0.8328,1.7821,0.9261,-0.1696,-0.0119,-0.0298,0.0893,0.1694,0.403,0.3272,0.3976,0.433,45.1606,0.0088,0.0142,0.0207,0.008,stelib
3802,62,6.880002,0.3339,-0.8013,1.8,0.9511,-0.1496,-0.0116,-0.0268,0.0863,0.1627,0.394,0.3184,0.3891,0.4252,45.078,0.0092,0.015,0.0212,0.008,stelib
3803,63,6.900001,0.4127,-0.7628,1.824,0.9816,-0.1272,-0.0113,-0.0234,0.083,0.155,0.3839,0.3085,0.3794,0.416,44.993,0.0097,0.0161,0.0219,0.008,stelib
3804,64,6.919998,0.5029,-0.7162,1.8554,1.019,-0.1021,-0.0109,-0.0196,0.0791,0.1461,0.3725,0.297,0.3682,0.4052,44.9117,0.0103,0.0175,0.0228,0.008,stelib
3805,65,6.939998,0.6055,-0.66,1.8985,1.0665,-0.0734,-0.0104,-0.0151,0.0745,0.1357,0.3594,0.2836,0.3549,0.3918,44.8362,0.011,0.0191,0.024,0.008,stelib
3806,66,6.96,0.7246,-0.5919,1.9532,1.124,-0.0411,-0.0099,-0.0098,0.0693,0.1236,0.3445,0.268,0.3394,0.3753,44.7562,0.0119,0.0213,0.0254,0.008,stelib
3807,67,6.979999,0.8766,-0.3985,2.0464,1.2167,0.0094,-0.0087,-0.0014,0.0577,0.0981,0.3085,0.2327,0.3042,0.3206,44.6737,0.013,0.0244,0.0303,0.008,stelib
3808,68,7.0,1.0512,-0.3113,2.139,1.2869,0.0307,-0.0085,0.0021,0.0554,0.0923,0.3063,0.2264,0.2981,0.3206,44.5843,0.015,0.0286,0.0327,0.008,stelib
3809,69,7.019988,1.1058,-0.174,2.1449,1.2992,0.0465,-0.0078,0.005,0.0495,0.0799,0.2847,0.2075,0.2794,0.2847,44.4889,0.0155,0.03,0.037,0.008,stelib
3810,70,7.040009,1.1392,-0.147,2.1268,1.2885,0.0448,-0.0079,0.0048,0.0498,0.0805,0.2849,0.2082,0.2799,0.2868,44.3911,0.0159,0.0308,0.0379,0.008,stelib
3811,71,7.060018,1.1758,-0.1174,2.1108,1.2796,0.0438,-0.0079,0.0046,0.05,0.0809,0.2849,0.2087,0.2802,0.2885,44.2967,0.0164,0.0318,0.0388,0.008,stelib
3812,72,7.080013,1.2164,-0.085,2.0957,1.2718,0.0431,-0.0079,0.0045,0.0502,0.0814,0.2851,0.2092,0.2804,0.2901,44.2052,0.017,0.0329,0.0398,0.008,stelib
3813,73,7.099991,1.2609,-0.0499,2.083,1.2659,0.0431,-0.0079,0.0045,0.0503,0.0816,0.2856,0.2096,0.2805,0.2912,44.1185,0.0177,0.0341,0.041,0.008,stelib
3814,74,7.119981,1.311,-0.0113,2.0735,1.2627,0.0438,-0.0079,0.0046,0.0504,0.0816,0.286,0.2097,0.2802,0.2918,44.0324,0.0184,0.0356,0.0423,0.008,stelib
3815,75,7.140005,1.3672,0.0314,2.0698,1.2638,0.0458,-0.0079,0.0049,0.0502,0.0811,0.286,0.2092,0.2793,0.2914,43.9509,0.0193,0.0374,0.0439,0.008,stelib
3816,76,7.159988,1.4448,0.1586,2.0876,1.2827,0.0575,-0.0075,0.007,0.0464,0.0729,0.2736,0.1971,0.2669,0.2674,43.8692,0.0205,0.04,0.0492,0.008,stelib
3817,77,7.180011,1.494,0.1742,2.0711,1.2683,0.0513,-0.0077,0.0059,0.0486,0.0776,0.2809,0.2038,0.2734,0.2813,43.7891,0.0215,0.0417,0.0497,0.008,stelib
3818,78,7.200002,1.505,0.1419,2.0246,1.2314,0.0389,-0.0081,0.0037,0.0523,0.0854,0.2919,0.2149,0.2843,0.3033,43.7066,0.0218,0.042,0.0481,0.008,stelib
3819,79,7.220004,1.5178,0.1137,1.977,1.1936,0.027,-0.0084,0.0016,0.0557,0.0928,0.302,0.2253,0.2947,0.3241,43.6282,0.0223,0.0424,0.0467,0.008,stelib
3820,80,7.24,1.5319,0.0896,1.9287,1.1557,0.0158,-0.0087,-0.0003,0.0588,0.0995,0.3108,0.2347,0.304,0.343,43.5498,0.0227,0.0428,0.0455,0.008,stelib
3821,81,7.26,1.5508,0.071,1.8834,1.1195,0.0051,-0.009,-0.0021,0.0617,0.1059,0.3192,0.2435,0.3128,0.361,43.4736,0.0232,0.0434,0.0446,0.008,stelib
3822,82,7.280009,1.5729,0.0576,1.8398,1.0843,-0.0048,-0.0092,-0.0038,0.0644,0.1117,0.3264,0.2514,0.3207,0.3773,43.3998,0.0239,0.0441,0.0439,0.008,stelib
3823,83,7.300008,1.6015,0.0663,1.8015,1.0539,-0.0112,-0.0093,-0.0049,0.0658,0.1149,0.3291,0.2554,0.3247,0.3864,43.3265,0.0246,0.0452,0.0441,0.008,stelib
3824,84,7.320001,1.6553,0.1263,1.7891,1.0434,-0.0123,-0.0092,-0.0051,0.0655,0.1144,0.3269,0.2541,0.3233,0.3846,43.253,0.0257,0.0473,0.0465,0.008,stelib
3825,85,7.340008,1.6878,0.149,1.7669,1.0279,-0.018,-0.0093,-0.006,0.0667,0.1171,0.3305,0.2576,0.3266,0.3909,43.1743,0.0266,0.0486,0.0473,0.008,stelib
3826,86,7.360006,1.7122,0.1605,1.7357,1.0048,-0.0256,-0.0095,-0.0072,0.0682,0.1206,0.3348,0.2623,0.3313,0.3994,43.0914,0.0273,0.0495,0.0476,0.008,stelib
3827,87,7.379994,1.7394,0.1757,1.7034,0.9813,-0.0331,-0.0096,-0.0084,0.0697,0.1238,0.3386,0.2667,0.3355,0.4074,43.0033,0.0281,0.0506,0.0482,0.008,stelib
3828,88,7.400002,1.7695,0.1951,1.6701,0.9571,-0.0403,-0.0097,-0.0096,0.071,0.1269,0.3418,0.2706,0.3394,0.4147,42.9102,0.029,0.0519,0.0489,0.008,stelib
3829,89,7.420005,1.8027,0.219,1.6362,0.9327,-0.0471,-0.0098,-0.0107,0.0721,0.1296,0.3442,0.2739,0.3428,0.4211,42.8162,0.03,0.0533,0.0498,0.008,stelib
3830,90,7.439995,1.8387,0.248,1.604,0.9097,-0.0533,-0.0098,-0.0117,0.0729,0.1318,0.3455,0.2765,0.3455,0.4261,42.7221,0.031,0.0549,0.051,0.008,stelib
3831,91,7.462398,1.8822,0.2873,1.5706,0.8859,-0.0592,-0.0098,-0.0127,0.0734,0.1334,0.3455,0.278,0.3472,0.4293,42.6221,0.0324,0.057,0.0527,0.008,stelib
3832,92,7.477121,1.913,0.3177,1.5507,0.8719,-0.0623,-0.0097,-0.0132,0.0735,0.1339,0.3444,0.2782,0.3475,0.4301,42.5608,0.0333,0.0585,0.0541,0.008,stelib
3833,93,7.491362,1.9449,0.3509,1.5329,0.8594,-0.0647,-0.0097,-0.0135,0.0734,0.134,0.3427,0.2778,0.3472,0.4299,42.5047,0.0343,0.0601,0.0556,0.008,stelib
3834,94,7.50515,1.978,0.3872,1.5177,0.8488,-0.0662,-0.0096,-0.0138,0.0731,0.1337,0.3405,0.2768,0.3464,0.4286,42.4531,0.0354,0.0618,0.0574,0.008,stelib
3835,95,7.518514,2.019,0.4723,1.5165,0.8509,-0.0595,-0.0092,-0.0126,0.0699,0.1276,0.3282,0.2671,0.3368,0.4106,42.408,0.0365,0.0641,0.062,0.008,stelib
3836,96,7.531479,2.0662,0.5332,1.5235,0.8586,-0.0555,-0.009,-0.0119,0.0683,0.1246,0.3222,0.2622,0.332,0.4023,42.3631,0.0379,0.0668,0.0654,0.008,stelib
3837,97,7.544068,2.0964,0.5695,1.5191,0.8579,-0.0555,-0.0089,-0.012,0.0679,0.1238,0.3199,0.2607,0.3304,0.3996,42.3157,0.0389,0.0686,0.0675,0.008,stelib
3838,98,7.556303,2.1076,0.5842,1.4997,0.8455,-0.0581,-0.0089,-0.0124,0.068,0.1243,0.3191,0.2608,0.3307,0.3998,42.2695,0.0393,0.0692,0.0683,0.008,stelib
3839,99,7.568202,2.1193,0.5999,1.4809,0.8336,-0.0606,-0.0089,-0.0128,0.068,0.1246,0.3182,0.2608,0.3309,0.3998,42.2222,0.0398,0.0698,0.0692,0.008,stelib
3840,100,7.579783,2.1315,0.6165,1.4625,0.8221,-0.0628,-0.0089,-0.0132,0.068,0.1249,0.3171,0.2608,0.3309,0.3996,42.1742,0.0403,0.0705,0.0702,0.008,stelib
3841,101,7.591064,2.1442,0.634,1.4442,0.8108,-0.065,-0.0089,-0.0135,0.068,0.1251,0.316,0.2606,0.3308,0.3991,42.1253,0.0408,0.0712,0.0712,0.008,stelib
3842,102,7.60206,2.1574,0.6524,1.4262,0.7998,-0.067,-0.0089,-0.0138,0.068,0.1252,0.3147,0.2602,0.3307,0.3985,42.0756,0.0413,0.072,0.0723,0.008,stelib
3843,103,7.628389,2.1922,0.7025,1.3831,0.7741,-0.0711,-0.0088,-0.0144,0.0677,0.125,0.3109,0.2589,0.3296,0.3958,41.9515,0.0427,0.0741,0.0755,0.008,stelib
3844,104,7.653213,2.2275,0.7584,1.3457,0.7528,-0.0737,-0.0087,-0.0147,0.0671,0.1241,0.306,0.2564,0.3272,0.3909,41.8296,0.044,0.0763,0.0792,0.008,stelib
3845,105,7.676693,2.2642,0.8204,1.312,0.7345,-0.0748,-0.0087,-0.0146,0.0662,0.1224,0.3002,0.2529,0.3238,0.3842,41.7131,0.0455,0.0787,0.0836,0.008,stelib
3846,106,7.69897,2.3034,0.8894,1.2825,0.719,-0.0743,-0.0086,-0.0142,0.065,0.1201,0.2932,0.2484,0.3194,0.3758,41.6085,0.047,0.0814,0.0889,0.008,stelib
3847,107,7.72016,2.3458,0.9678,1.2608,0.7088,-0.0718,-0.0085,-0.0136,0.0634,0.1168,0.2848,0.2425,0.3136,0.3648,41.5172,0.0486,0.0844,0.0953,0.008,stelib
3848,108,7.740363,2.3958,1.0619,1.254,0.7104,-0.0649,-0.0083,-0.0122,0.0608,0.1113,0.2727,0.2335,0.3046,0.3484,41.4336,0.0505,0.0881,0.1036,0.008,stelib
3849,109,7.756545,2.4226,1.1047,1.2347,0.7,-0.0646,-0.0083,-0.012,0.0603,0.1101,0.2689,0.2313,0.3025,0.3444,41.3647,0.0517,0.0901,0.1076,0.008,stelib
3850,110,7.806546,2.4695,1.1859,1.1391,0.6398,-0.0695,-0.0084,-0.0123,0.0599,0.1096,0.2614,0.2291,0.3009,0.3407,41.137,0.0539,0.0935,0.1152,0.008,stelib
3851,111,7.856548,2.5378,1.3026,1.0555,0.589,-0.0706,-0.0083,-0.0121,0.0584,0.1067,0.2499,0.2233,0.2956,0.3305,40.9114,0.0571,0.099,0.1274,0.008,stelib
3852,112,7.906545,2.6014,1.3989,0.9731,0.5405,-0.0745,-0.0083,-0.0124,0.0579,0.1058,0.2432,0.2203,0.2929,0.3259,40.6797,0.0604,0.1042,0.1384,0.008,stelib
3853,113,7.956543,2.6474,1.4467,0.862,0.4732,-0.0903,-0.0086,-0.0146,0.0602,0.1109,0.2473,0.2262,0.2987,0.3377,40.4192,0.0634,0.1078,0.1434,0.008,stelib
3854,114,8.006552,2.7176,1.522,0.7704,0.422,-0.102,-0.0089,-0.0159,0.0617,0.1139,0.2501,0.2294,0.3016,0.3457,40.1693,0.0677,0.1141,0.1524,0.008,stelib
3855,115,8.056561,2.8098,1.6061,0.7066,0.3912,-0.1107,-0.0092,-0.017,0.0629,0.1162,0.2526,0.2321,0.3039,0.3546,39.927,0.0737,0.1231,0.1632,0.008,stelib
3856,116,8.106531,2.8113,0.7837,0.565,0.3023,-0.1485,-0.0091,-0.0234,0.0783,0.1447,0.3345,0.2986,0.3652,0.562,40.8234,0.0756,0.1222,0.0759,0.008,stelib
3857,117,8.156549,2.8782,0.8979,0.4644,0.2547,-0.1587,-0.0094,-0.0248,0.079,0.1473,0.3264,0.2974,0.3651,0.5453,40.9358,0.0804,0.1288,0.0835,0.008,stelib
3858,118,8.206556,2.9737,1.0439,0.3868,0.2237,-0.1652,-0.0096,-0.0255,0.0793,0.1489,0.3177,0.2957,0.3642,0.5267,40.8887,0.0876,0.1394,0.0947,0.008,stelib
3859,119,8.25655,3.1034,1.2271,0.3472,0.2134,-0.1678,-0.0096,-0.0255,0.0792,0.1496,0.3078,0.2931,0.3621,0.5061,40.9187,0.0982,0.1557,0.1111,0.008,stelib
3860,120,8.306554,3.1969,1.4247,0.2713,0.1688,-0.1718,-0.0096,-0.0257,0.0777,0.148,0.2935,0.2847,0.3539,0.4771,40.8927,0.1065,0.1682,0.1321,0.008,stelib
3861,121,8.356543,3.2432,1.3813,0.1294,0.0834,-0.198,-0.0101,-0.0296,0.0827,0.159,0.3083,0.2995,0.3682,0.5056,40.8371,0.1132,0.1746,0.1262,0.008,stelib
3862,122,8.40654,3.303,1.3611,-0.0166,0.0,-0.2188,-0.0104,-0.0325,0.0865,0.1674,0.3195,0.3105,0.379,0.5279,40.8188,0.1211,0.1834,0.1232,0.008,stelib
3863,123,8.456549,3.3769,1.3603,-0.1688,-0.0871,-0.2411,-0.0107,-0.0354,0.0899,0.175,0.3269,0.3193,0.3874,0.5472,40.7974,0.1316,0.1953,0.1225,0.008,stelib
3864,124,8.506546,3.4736,1.3892,-0.2968,-0.1548,-0.2548,-0.0109,-0.037,0.0917,0.179,0.3287,0.3228,0.3908,0.5582,40.7706,0.1448,0.2123,0.125,0.008,stelib
3865,125,8.556543,3.5869,1.4358,-0.382,-0.1984,-0.2621,-0.0112,-0.0377,0.0927,0.1811,0.328,0.3235,0.3915,0.5654,40.7361,0.1609,0.2343,0.1298,0.008,stelib
3866,126,8.606543,3.6958,1.4749,-0.4865,-0.259,-0.282,-0.0117,-0.0406,0.0969,0.19,0.3377,0.3324,0.4001,0.5842,40.6944,0.18,0.2575,0.1338,0.008,stelib
3867,127,8.656549,3.7783,1.4757,-0.6259,-0.3193,-0.3167,-0.0124,-0.0456,0.1033,0.2033,0.3575,0.3495,0.4172,0.6108,40.6344,0.199,0.2763,0.1331,0.008,stelib
3868,128,8.706547,3.8606,1.3985,-0.7579,-0.3707,-0.3561,-0.0131,-0.0512,0.1113,0.2193,0.385,0.3726,0.4398,0.653,40.614,0.2205,0.2961,0.1232,0.008,stelib
3869,129,8.756545,3.9528,1.3474,-0.8646,-0.4046,-0.3859,-0.0136,-0.0553,0.1171,0.2308,0.4037,0.389,0.4561,0.684,40.5893,0.2446,0.3201,0.1167,0.008,stelib
3870,130,8.806546,4.0445,1.3019,-0.9968,-0.4455,-0.4224,-0.0143,-0.0602,0.1244,0.2451,0.4285,0.4094,0.4763,0.7188,40.5586,0.2727,0.346,0.1112,0.008,stelib
3871,131,8.856547,4.131,1.2378,-1.1547,-0.4933,-0.4685,-0.0152,-0.0661,0.1334,0.2627,0.4605,0.4352,0.502,0.7615,40.551,0.305,0.3721,0.1041,0.008,stelib
3872,132,8.90655,4.226,1.3299,-1.325,-0.5385,-0.5154,-0.016,-0.0721,0.1412,0.278,0.4879,0.4573,0.5238,0.7916,40.5671,0.344,0.4034,0.1125,0.008,stelib
3873,133,8.956548,4.3242,1.443,-1.4818,-0.5704,-0.5429,-0.0166,-0.0755,0.1467,0.2885,0.51,0.4736,0.5401,0.8125,40.5746,0.3827,0.4385,0.124,0.008,stelib
3874,134,9.006552,4.4067,1.5584,-1.6475,-0.6091,-0.5756,-0.0175,-0.0793,0.154,0.3022,0.5405,0.4952,0.562,0.8371,40.5698,0.4212,0.4699,0.137,0.008,stelib
3875,135,9.056561,4.4315,1.6475,-1.8631,-0.6754,-0.6291,-0.0189,-0.0851,0.1649,0.3222,0.5853,0.5271,0.5943,0.8695,40.5543,0.4469,0.4773,0.1476,0.008,stelib
3876,136,9.106565,4.2772,1.529,-2.2453,-0.8685,-0.7592,-0.0226,-0.0989,0.1917,0.371,0.6802,0.6007,0.6678,0.9569,40.5326,0.4276,0.4112,0.1314,0.008,stelib
3877,137,9.156549,4.6669,1.6983,-2.156,-0.7766,-0.7329,-0.0219,-0.0969,0.1928,0.3709,0.68,0.6055,0.6746,1.0042,40.6753,0.5949,0.5845,0.1525,0.008,stelib
3878,138,9.206556,4.8254,2.071,-2.2751,-0.7741,-0.7377,-0.0209,-0.0971,0.1878,0.3626,0.6777,0.5992,0.6663,0.9746,40.533,0.6846,0.6706,0.2131,0.008,stelib
3879,139,9.225309,4.8574,2.1541,-2.3491,-0.7971,-0.752,-0.0209,-0.0988,0.1889,0.3649,0.6859,0.605,0.671,0.9775,40.5236,0.7106,0.6883,0.2293,0.008,stelib
3880,140,9.230449,4.865,2.1783,-2.3738,-0.8067,-0.7574,-0.0209,-0.0994,0.1894,0.3659,0.6887,0.607,0.6727,0.9782,40.5203,0.7179,0.6925,0.2343,0.008,stelib
