,index,log-age-yr,Vmag,Kmag,V-F225W,V-F336W,V-F438W,V-F547M,V-F555W,V-F606W,V-F625W,V-F656N,V-F657N,V-F658N,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
482,42,6.480007,0.14,0.1706,2.5106,1.4596,0.1168,-0.0054,0.0179,0.0153,0.0086,0.1999,0.0857,0.1152,0.0116,46.5691,0.0065,0.0135,0.0558,0.004,BaSeL
483,43,6.500003,-0.2555,-0.3116,2.1894,1.1913,0.0615,-0.0057,0.0077,0.0251,0.0336,0.2212,0.1177,0.1451,0.0706,46.554,0.0048,0.0094,0.0357,0.004,BaSeL
484,44,6.519999,-0.3646,-0.4332,2.1051,1.1291,0.0491,-0.0058,0.0059,0.0273,0.0389,0.2296,0.1257,0.1533,0.0821,46.6013,0.0043,0.0084,0.0318,0.004,BaSeL
485,45,6.540004,-0.3813,-0.435,2.0978,1.1374,0.0527,-0.0056,0.0068,0.0265,0.0367,0.2302,0.1236,0.1517,0.0765,46.5702,0.0042,0.0083,0.0317,0.004,BaSeL
486,46,6.560002,-0.2473,-0.2561,2.1844,1.2237,0.0736,-0.0053,0.0109,0.0222,0.0261,0.2222,0.1103,0.1391,0.0517,46.5028,0.0047,0.0094,0.0373,0.004,BaSeL
487,47,6.580001,-0.1349,-0.0114,2.2664,1.351,0.1168,-0.0048,0.0205,0.0129,0.0019,0.2091,0.0822,0.1136,-0.0095,46.4564,0.005,0.0103,0.0466,0.004,BaSeL
488,48,6.600003,-0.3851,-0.3382,1.886,1.0531,0.0677,-0.0057,0.0113,0.024,0.0288,0.2303,0.1174,0.1465,0.0494,46.3741,0.0041,0.0082,0.0343,0.004,BaSeL
489,49,6.620001,-0.4622,-0.4847,1.7085,0.8934,0.0366,-0.0061,0.0049,0.0307,0.0458,0.2426,0.1383,0.166,0.0888,46.2542,0.0039,0.0076,0.0298,0.004,BaSeL
490,50,6.640004,-0.3425,-0.3821,1.7904,0.9332,0.0357,-0.006,0.0038,0.0314,0.048,0.2427,0.1401,0.1675,0.0949,46.1932,0.0044,0.0084,0.0327,0.004,BaSeL
491,51,6.660002,-0.08,-0.0421,2.0514,1.1451,0.0745,-0.0055,0.0114,0.0235,0.0283,0.2262,0.115,0.1439,0.0497,46.1304,0.0054,0.0107,0.0445,0.004,BaSeL
492,52,6.68,0.1825,0.3523,2.3047,1.3657,0.1254,-0.0049,0.0216,0.0129,0.0015,0.2051,0.0813,0.1124,-0.0156,46.0574,0.0065,0.0135,0.0636,0.004,BaSeL
493,53,6.700002,0.3668,0.5788,2.4544,1.4952,0.1511,-0.0044,0.0272,0.0063,-0.015,0.1925,0.0599,0.0924,-0.0519,45.9821,0.0075,0.016,0.078,0.004,BaSeL
494,54,6.720002,0.4979,0.7498,2.5331,1.5667,0.1673,-0.004,0.031,0.0015,-0.0271,0.1831,0.0442,0.0777,-0.0792,45.8996,0.0083,0.0179,0.0909,0.004,BaSeL
495,55,6.739999,0.4028,0.5886,2.3708,1.4325,0.1384,-0.0045,0.0252,0.0086,-0.0096,0.199,0.0677,0.1,-0.0381,45.8171,0.0078,0.0164,0.078,0.004,BaSeL
496,56,6.76,0.2933,0.3601,2.1944,1.2882,0.105,-0.0051,0.0188,0.0164,0.0096,0.219,0.094,0.1254,0.0109,45.7518,0.0072,0.0148,0.063,0.004,BaSeL
497,57,6.78,0.2105,0.1661,2.0381,1.1615,0.0755,-0.0056,0.0133,0.023,0.0255,0.2359,0.1155,0.1462,0.0524,45.6823,0.0068,0.0136,0.0526,0.004,BaSeL
498,58,6.800002,0.1536,-0.0021,1.9023,1.0511,0.0479,-0.006,0.0084,0.0287,0.0392,0.2512,0.1341,0.1644,0.0902,45.604,0.0066,0.0129,0.0449,0.004,BaSeL
499,59,6.819998,0.1774,-0.1561,1.8354,0.98,0.0144,-0.0064,0.0024,0.0356,0.0556,0.2716,0.1563,0.1864,0.1409,45.5175,0.007,0.0131,0.0389,0.004,BaSeL
500,60,6.839999,0.2942,-0.1345,1.8891,1.0215,0.0124,-0.0067,0.0022,0.0374,0.0588,0.2826,0.163,0.1941,0.1567,45.4238,0.0078,0.0146,0.0395,0.004,BaSeL
501,61,6.860003,0.327,-0.2217,1.8694,1.0061,-0.0021,-0.007,-0.0003,0.0417,0.0681,0.3002,0.1777,0.2097,0.1872,45.3459,0.0081,0.015,0.0364,0.004,BaSeL
502,62,6.880002,0.3663,-0.3025,1.8506,0.9919,-0.0169,-0.0075,-0.0028,0.0462,0.0778,0.3183,0.193,0.2259,0.2185,45.2686,0.0085,0.0155,0.0337,0.004,BaSeL
503,63,6.900001,0.4119,-0.3774,1.8374,0.9819,-0.0312,-0.0079,-0.0052,0.0509,0.0876,0.337,0.2086,0.2424,0.2504,45.1927,0.0089,0.0161,0.0313,0.004,BaSeL
504,64,6.919998,0.4658,-0.4466,1.8287,0.9751,-0.0452,-0.0084,-0.0075,0.0558,0.0976,0.3562,0.2246,0.2595,0.2832,45.1113,0.0094,0.0169,0.0293,0.004,BaSeL
505,65,6.939998,0.5304,-0.5099,1.8243,0.9717,-0.0586,-0.009,-0.0098,0.061,0.1081,0.3762,0.2414,0.2774,0.3177,45.024,0.0101,0.0179,0.0276,0.004,BaSeL
506,66,6.96,0.6079,-0.5675,1.8275,0.9742,-0.0711,-0.0097,-0.0119,0.0666,0.1191,0.3974,0.2592,0.2964,0.3544,44.9412,0.0109,0.0192,0.0261,0.004,BaSeL
507,67,6.979999,0.7005,-0.6194,1.8439,0.9869,-0.0814,-0.0105,-0.0136,0.0725,0.1305,0.4198,0.2778,0.3164,0.3933,44.8598,0.012,0.0208,0.0248,0.004,BaSeL
508,68,7.0,0.8337,-0.568,1.9042,1.0369,-0.0718,-0.0109,-0.012,0.0739,0.1321,0.4264,0.282,0.3215,0.4057,44.7788,0.0134,0.0235,0.0259,0.004,BaSeL
509,69,7.019988,1.0023,-0.4363,2.0016,1.1155,-0.0497,-0.0109,-0.0084,0.0716,0.1259,0.4204,0.2745,0.3145,0.3988,44.6934,0.0153,0.0273,0.0292,0.004,BaSeL
510,70,7.040009,1.0503,-0.3413,2.0078,1.1289,-0.0377,-0.0105,-0.0062,0.068,0.1183,0.4088,0.2634,0.303,0.3779,44.603,0.0158,0.0285,0.0318,0.004,BaSeL
511,71,7.060018,1.1031,-0.2495,2.0145,1.1424,-0.0266,-0.0102,-0.0041,0.0648,0.1114,0.3985,0.2534,0.2927,0.3594,44.5037,0.0163,0.0298,0.0344,0.004,BaSeL
512,72,7.080013,1.1631,-0.1513,2.0252,1.1592,-0.0147,-0.0099,-0.0019,0.0614,0.1042,0.3878,0.243,0.2819,0.3404,44.4011,0.017,0.0314,0.0376,0.004,BaSeL
513,73,7.099991,1.2304,-0.0472,2.0427,1.1813,-0.0015,-0.0095,0.0006,0.0579,0.0965,0.3765,0.2318,0.2705,0.3206,44.3058,0.0179,0.0333,0.0412,0.004,BaSeL
514,74,7.119981,1.307,0.0625,2.0663,1.2084,0.013,-0.0092,0.0033,0.0543,0.0883,0.3647,0.2201,0.2586,0.3003,44.2153,0.0189,0.0356,0.0454,0.004,BaSeL
515,75,7.140005,1.3945,0.1768,2.1025,1.2447,0.0296,-0.0089,0.0063,0.0504,0.0795,0.3521,0.2075,0.2458,0.2794,44.1293,0.0201,0.0384,0.0503,0.004,BaSeL
516,76,7.159988,1.5059,0.3483,2.1616,1.3002,0.0552,-0.0083,0.0111,0.0439,0.0651,0.3308,0.1864,0.2242,0.2427,44.0446,0.0217,0.0424,0.0587,0.004,BaSeL
517,77,7.180011,1.6202,0.4446,2.2091,1.3396,0.0669,-0.0082,0.0132,0.0421,0.0605,0.3247,0.1799,0.2178,0.2361,43.9623,0.0238,0.047,0.0639,0.004,BaSeL
518,78,7.200002,1.6364,0.4012,2.166,1.3053,0.0528,-0.0086,0.0106,0.0462,0.0695,0.3378,0.1931,0.2313,0.2617,43.88,0.0243,0.0475,0.0612,0.004,BaSeL
519,79,7.220004,1.6393,0.3363,2.1085,1.2596,0.0347,-0.0091,0.0074,0.0512,0.0807,0.354,0.2094,0.2479,0.2928,43.7971,0.0247,0.0475,0.0574,0.004,BaSeL
520,80,7.24,1.6443,0.2781,2.0509,1.214,0.0172,-0.0096,0.0043,0.0561,0.0913,0.3693,0.2248,0.2636,0.3219,43.7173,0.0251,0.0475,0.0542,0.004,BaSeL
521,81,7.26,1.652,0.2263,1.9929,1.1684,0.0003,-0.01,0.0014,0.0608,0.1015,0.3836,0.2394,0.2784,0.3494,43.6413,0.0256,0.0477,0.0515,0.004,BaSeL
522,82,7.280009,1.6613,0.1805,1.9373,1.1247,-0.0151,-0.0104,-0.0013,0.0651,0.1108,0.3966,0.2527,0.292,0.3747,43.5672,0.0261,0.0479,0.0492,0.004,BaSeL
523,83,7.300008,1.6738,0.1411,1.8841,1.0827,-0.0295,-0.0109,-0.0038,0.0691,0.1194,0.4086,0.2651,0.3046,0.3981,43.4967,0.0266,0.0483,0.0473,0.004,BaSeL
524,84,7.320001,1.7142,0.198,1.8616,1.0683,-0.0275,-0.0107,-0.0035,0.068,0.1173,0.4033,0.2614,0.3005,0.3915,43.4269,0.0275,0.0499,0.0496,0.004,BaSeL
525,85,7.340008,1.748,0.203,1.83,1.0393,-0.0425,-0.0109,-0.0061,0.0712,0.1246,0.4121,0.2709,0.3099,0.41,43.3534,0.0286,0.0513,0.0497,0.004,BaSeL
526,86,7.360006,1.7575,0.1913,1.7819,0.9994,-0.0589,-0.0112,-0.0088,0.0744,0.1318,0.4206,0.2804,0.3192,0.4269,43.2753,0.0292,0.0516,0.049,0.004,BaSeL
527,87,7.379994,1.7691,0.1822,1.7346,0.9602,-0.0749,-0.0114,-0.0115,0.0774,0.1387,0.4287,0.2893,0.3281,0.443,43.1926,0.0299,0.052,0.0485,0.004,BaSeL
528,88,7.400002,1.7836,0.1758,1.6872,0.9212,-0.0903,-0.0116,-0.014,0.0803,0.1453,0.4365,0.2979,0.3365,0.4584,43.1057,0.0306,0.0526,0.048,0.004,BaSeL
529,89,7.420005,1.8009,0.1724,1.6408,0.8832,-0.1051,-0.0118,-0.0164,0.083,0.1516,0.4437,0.3059,0.3445,0.4729,43.0149,0.0314,0.0533,0.0478,0.004,BaSeL
530,90,7.439995,1.8219,0.1723,1.5954,0.846,-0.1191,-0.012,-0.0186,0.0857,0.1575,0.4506,0.3136,0.3521,0.4869,42.9249,0.0323,0.0542,0.0476,0.004,BaSeL
531,91,7.462398,1.8504,0.1765,1.5467,0.8063,-0.1339,-0.0122,-0.021,0.0885,0.1638,0.4579,0.3217,0.3601,0.5016,42.8257,0.0335,0.0554,0.0476,0.004,BaSeL
532,92,7.477121,1.8723,0.1819,1.5164,0.7818,-0.1428,-0.0123,-0.0223,0.0903,0.1677,0.4623,0.3267,0.3651,0.5108,42.7636,0.0344,0.0564,0.0478,0.004,BaSeL
533,93,7.491362,1.8962,0.1894,1.4888,0.7593,-0.1509,-0.0125,-0.0236,0.0919,0.1712,0.4664,0.3313,0.3696,0.5193,42.706,0.0354,0.0576,0.048,0.004,BaSeL
534,94,7.50515,1.9217,0.199,1.4654,0.7402,-0.1578,-0.0126,-0.0246,0.0933,0.1744,0.4699,0.3353,0.3736,0.527,42.6547,0.0364,0.0588,0.0483,0.004,BaSeL
535,95,7.518514,1.9488,0.2105,1.447,0.7249,-0.1633,-0.0127,-0.0255,0.0946,0.177,0.4729,0.3387,0.377,0.5337,42.6085,0.0374,0.0602,0.0488,0.004,BaSeL
536,96,7.531479,1.986,0.2553,1.4452,0.7247,-0.1602,-0.0126,-0.025,0.0936,0.1752,0.4685,0.3355,0.3735,0.5289,42.5663,0.0385,0.0621,0.0507,0.004,BaSeL
537,97,7.544068,2.0244,0.2782,1.4469,0.7271,-0.1616,-0.0127,-0.0251,0.0944,0.1767,0.4712,0.3378,0.3759,0.534,42.5231,0.0399,0.0643,0.0517,0.004,BaSeL
538,98,7.556303,2.0387,0.3132,1.431,0.7186,-0.1591,-0.0126,-0.0247,0.0932,0.1745,0.4664,0.334,0.3718,0.5264,42.4794,0.0403,0.065,0.0533,0.004,BaSeL
539,99,7.568202,2.0488,0.333,1.4116,0.7066,-0.1594,-0.0125,-0.0248,0.0928,0.1739,0.4645,0.3328,0.3705,0.5237,42.4359,0.0406,0.0655,0.0542,0.004,BaSeL
540,100,7.579783,2.0595,0.3538,1.3924,0.6949,-0.1596,-0.0125,-0.0248,0.0924,0.1732,0.4626,0.3316,0.369,0.5208,42.3909,0.041,0.0661,0.0552,0.004,BaSeL
541,101,7.591064,2.0706,0.3756,1.3739,0.6839,-0.1595,-0.0124,-0.0248,0.092,0.1725,0.4605,0.3301,0.3673,0.5176,42.3459,0.0413,0.0666,0.0562,0.004,BaSeL
542,102,7.60206,2.0821,0.3984,1.3564,0.6737,-0.159,-0.0123,-0.0247,0.0915,0.1716,0.4581,0.3285,0.3655,0.5141,42.3001,0.0417,0.0673,0.0573,0.004,BaSeL
543,103,7.628389,2.1134,0.46,1.3158,0.6509,-0.1569,-0.0121,-0.0244,0.09,0.1689,0.4517,0.3238,0.3603,0.5043,42.1872,0.0427,0.069,0.0604,0.004,BaSeL
544,104,7.653213,2.1482,0.5288,1.2789,0.6316,-0.1534,-0.0119,-0.0238,0.0882,0.1656,0.4442,0.3181,0.3541,0.4929,42.0755,0.0438,0.071,0.0642,0.004,BaSeL
545,105,7.676693,2.1859,0.6056,1.2487,0.6174,-0.1479,-0.0116,-0.023,0.086,0.1614,0.4355,0.3113,0.3467,0.4793,41.9706,0.045,0.0733,0.0687,0.004,BaSeL
546,106,7.69897,2.2266,0.6916,1.2263,0.6092,-0.1404,-0.0113,-0.0218,0.0834,0.1563,0.4253,0.303,0.3378,0.4631,41.8775,0.0463,0.0759,0.0741,0.004,BaSeL
547,107,7.72016,2.2708,0.7883,1.2111,0.6064,-0.131,-0.011,-0.0203,0.0803,0.1502,0.4134,0.2933,0.3274,0.4443,41.7952,0.0477,0.0788,0.0808,0.004,BaSeL
548,108,7.740363,2.3236,0.907,1.2142,0.6185,-0.1148,-0.0106,-0.0177,0.0759,0.1412,0.3969,0.2794,0.3127,0.4181,41.7225,0.0493,0.0825,0.0899,0.004,BaSeL
549,109,7.756545,2.3575,0.9541,1.2062,0.6177,-0.1127,-0.0105,-0.0173,0.0751,0.1397,0.3944,0.2772,0.3103,0.4136,41.6615,0.0507,0.0849,0.0937,0.004,BaSeL
550,110,7.806546,2.416,1.0443,1.1333,0.5784,-0.1147,-0.0104,-0.0174,0.0744,0.1386,0.3901,0.2746,0.3072,0.4069,41.4626,0.0532,0.0891,0.1012,0.004,BaSeL
551,111,7.856548,2.4956,1.1847,1.08,0.5563,-0.109,-0.0101,-0.0162,0.0716,0.1332,0.3791,0.2658,0.2977,0.3888,41.2628,0.0567,0.0952,0.1144,0.004,BaSeL
552,112,7.906545,2.5598,1.2719,1.01,0.5193,-0.1119,-0.01,-0.0165,0.0712,0.1327,0.3759,0.2642,0.2958,0.385,41.0559,0.0599,0.1003,0.1231,0.004,BaSeL
553,113,7.956543,2.6094,1.3384,0.913,0.4623,-0.1203,-0.01,-0.0177,0.0715,0.134,0.3742,0.2647,0.2957,0.3859,40.8263,0.0627,0.1041,0.1298,0.004,BaSeL
554,114,8.006552,2.6821,1.4456,0.8323,0.4183,-0.124,-0.0098,-0.0181,0.0705,0.1325,0.3674,0.2608,0.291,0.3796,40.6072,0.0667,0.1104,0.1421,0.004,BaSeL
555,115,8.056561,2.714,0.6166,0.72,0.3374,-0.1682,-0.011,-0.0262,0.0902,0.1696,0.4485,0.3308,0.3638,0.647,40.8369,0.0708,0.1128,0.0656,0.004,BaSeL
556,116,8.106531,2.7491,0.5051,0.6056,0.2704,-0.1799,-0.0108,-0.0281,0.0912,0.1723,0.4535,0.3364,0.3677,0.6829,40.8786,0.0733,0.1155,0.0587,0.004,BaSeL
557,117,8.156549,2.8036,0.4608,0.4989,0.2119,-0.1894,-0.0106,-0.0295,0.0916,0.174,0.4559,0.3397,0.3696,0.7089,40.9432,0.0771,0.1204,0.0559,0.004,BaSeL
558,118,8.206556,2.885,0.4898,0.4175,0.1721,-0.1953,-0.0103,-0.0304,0.0914,0.1741,0.4546,0.3401,0.3688,0.7228,40.7953,0.0829,0.1286,0.0569,0.004,BaSeL
559,119,8.25655,2.984,0.599,0.3624,0.1495,-0.2003,-0.0102,-0.0309,0.0913,0.1743,0.4518,0.3392,0.3675,0.7206,40.783,0.0905,0.1397,0.0624,0.004,BaSeL
560,120,8.306554,3.0327,0.6859,0.2463,0.0885,-0.2261,-0.0105,-0.0345,0.0938,0.1807,0.4555,0.3427,0.3721,0.6967,40.7651,0.0959,0.1448,0.067,0.004,BaSeL
561,121,8.356543,3.0839,0.6834,0.1135,0.0192,-0.2569,-0.0109,-0.039,0.0983,0.1907,0.4681,0.3536,0.384,0.7013,40.7945,0.1026,0.1508,0.0664,0.004,BaSeL
562,122,8.40654,3.155,0.7127,-0.0157,-0.0419,-0.2823,-0.0112,-0.0426,0.1013,0.1978,0.4753,0.3601,0.3912,0.6978,40.71,0.1112,0.16,0.0678,0.004,BaSeL
563,123,8.456549,3.2537,0.7833,-0.1244,-0.0853,-0.2989,-0.0111,-0.0451,0.1023,0.201,0.4746,0.3604,0.3917,0.6825,40.7232,0.1228,0.1741,0.0719,0.004,BaSeL
564,124,8.506546,3.389,0.9116,-0.1777,-0.0913,-0.2984,-0.0107,-0.0455,0.0996,0.1971,0.4603,0.3496,0.3803,0.6451,40.7383,0.1381,0.196,0.0804,0.004,BaSeL
565,125,8.556543,3.5213,1.0932,-0.2278,-0.1046,-0.2894,-0.0103,-0.0445,0.0958,0.1905,0.4387,0.3348,0.3641,0.5811,40.7476,0.1539,0.2199,0.0944,0.004,BaSeL
566,126,8.606543,3.6131,1.2727,-0.3278,-0.1523,-0.304,-0.0103,-0.047,0.0977,0.1953,0.4408,0.3393,0.3679,0.5665,40.7106,0.1686,0.2378,0.1107,0.004,BaSeL
567,127,8.656549,3.6967,1.336,-0.4393,-0.2056,-0.3289,-0.0107,-0.051,0.1029,0.2065,0.4562,0.3544,0.3831,0.5948,40.7016,0.1844,0.2545,0.1163,0.004,BaSeL
568,128,8.706547,3.7893,1.4275,-0.526,-0.2416,-0.3456,-0.011,-0.0539,0.1063,0.2139,0.4642,0.3635,0.3918,0.6106,40.6895,0.2019,0.2747,0.1254,0.004,BaSeL
569,129,8.756545,3.874,1.5291,-0.6343,-0.2895,-0.3695,-0.0114,-0.0575,0.111,0.224,0.477,0.3763,0.4046,0.6276,40.6716,0.2208,0.2944,0.1364,0.004,BaSeL
570,130,8.806546,3.9479,1.6133,-0.7702,-0.341,-0.3993,-0.0118,-0.0618,0.1162,0.2351,0.4925,0.3907,0.4192,0.6454,40.6631,0.2403,0.3122,0.1461,0.004,BaSeL
571,131,8.856547,4.0233,1.6471,-0.9191,-0.3927,-0.4323,-0.0122,-0.0665,0.1221,0.2472,0.5111,0.4073,0.4363,0.6714,40.6925,0.2632,0.3325,0.1498,0.004,BaSeL
572,132,8.90655,4.1073,1.6908,-1.0612,-0.4382,-0.4651,-0.0127,-0.0707,0.1278,0.2586,0.5299,0.4233,0.453,0.696,40.7215,0.2905,0.357,0.1549,0.004,BaSeL
573,133,8.956548,4.213,1.765,-1.1646,-0.4607,-0.4866,-0.0129,-0.0733,0.1309,0.265,0.5401,0.4322,0.4623,0.7089,40.749,0.3239,0.391,0.1648,0.004,BaSeL
574,134,9.006552,4.3163,1.8403,-1.2892,-0.4871,-0.5156,-0.0133,-0.0762,0.135,0.2727,0.556,0.4445,0.4757,0.7252,40.775,0.3624,0.4272,0.1755,0.004,BaSeL
575,135,9.056561,4.3143,1.795,-1.5212,-0.5688,-0.5809,-0.0147,-0.0821,0.1461,0.2926,0.6011,0.4783,0.5129,0.7722,40.8184,0.3789,0.4236,0.1672,0.004,BaSeL
576,136,9.106565,4.1012,1.0683,-1.9541,-0.8196,-0.7348,-0.02,-0.096,0.1852,0.3596,0.7306,0.5841,0.6272,0.9639,40.7936,0.3503,0.3458,0.0851,0.004,BaSeL
577,137,9.156549,4.6212,1.7555,-1.6836,-0.6593,-0.6496,-0.0178,-0.0884,0.1671,0.3281,0.6666,0.5349,0.5732,0.8743,40.9338,0.5244,0.5546,0.1591,0.004,BaSeL
578,138,9.206556,4.8069,2.1827,-1.7266,-0.6222,-0.645,-0.0171,-0.0879,0.1621,0.3198,0.6533,0.5235,0.5609,0.8386,40.7246,0.6144,0.6529,0.234,0.004,BaSeL
579,139,9.225309,4.8424,2.2187,-1.7807,-0.6321,-0.6574,-0.0173,-0.089,0.1642,0.3234,0.6615,0.5299,0.5678,0.8478,40.7141,0.6391,0.6725,0.2411,0.004,BaSeL
580,140,9.230449,4.8521,2.2289,-1.7959,-0.6352,-0.6609,-0.0174,-0.0894,0.1648,0.3245,0.6638,0.5317,0.5698,0.8505,40.7111,0.6461,0.678,0.2432,0.004,BaSeL
581,141,9.255273,4.9014,2.2831,-1.8657,-0.6511,-0.677,-0.0177,-0.0908,0.1677,0.3296,0.6746,0.5403,0.5791,0.8625,40.6938,0.682,0.7067,0.2546,0.004,BaSeL
582,142,9.278753,4.9515,2.3283,-1.9325,-0.6672,-0.6912,-0.0181,-0.092,0.1705,0.3344,0.6844,0.5482,0.5876,0.8728,40.682,0.7197,0.7373,0.2644,0.004,BaSeL
583,143,9.30103,5.0155,2.3917,-1.9797,-0.6729,-0.699,-0.0183,-0.0926,0.172,0.3369,0.6894,0.5525,0.5922,0.8773,40.6697,0.7652,0.7791,0.2793,0.004,BaSeL
584,144,9.322219,5.0755,2.4477,-2.0298,-0.6841,-0.7089,-0.0187,-0.0934,0.1742,0.3407,0.6965,0.5586,0.5986,0.8846,40.6569,0.8123,0.8206,0.2931,0.004,BaSeL
585,145,9.342422,5.1249,2.5341,-2.0844,-0.6935,-0.7173,-0.0188,-0.0941,0.1754,0.3428,0.7012,0.5623,0.6026,0.8875,40.5966,0.8529,0.8559,0.3163,0.004,BaSeL
586,146,9.361728,5.1556,2.5533,-2.1252,-0.7062,-0.7256,-0.019,-0.0948,0.1771,0.3458,0.7073,0.5673,0.6079,0.8965,40.5862,0.8805,0.8777,0.321,0.004,BaSeL
587,147,9.380211,5.1791,2.5727,-2.1492,-0.7145,-0.7307,-0.0191,-0.0953,0.178,0.3474,0.711,0.5701,0.6109,0.9027,40.5754,0.9007,0.8942,0.3257,0.004,BaSeL
588,148,9.39794,5.196,2.5872,-2.1892,-0.7288,-0.7392,-0.0192,-0.096,0.1793,0.3497,0.7164,0.5741,0.6153,0.9105,40.5644,0.9184,0.9056,0.3292,0.004,BaSeL
589,149,9.414973,5.207,2.5828,-2.2904,-0.7607,-0.7596,-0.0197,-0.0976,0.183,0.3561,0.7295,0.5845,0.6265,0.9278,40.553,0.9402,0.9122,0.3269,0.004,BaSeL
590,150,9.439333,5.2428,2.5664,-2.3847,-0.7921,-0.7793,-0.0201,-0.0993,0.1867,0.3624,0.7427,0.5949,0.6378,0.9489,40.5792,0.9833,0.939,0.3207,0.004,BaSeL
591,151,9.477121,5.3147,2.6253,-2.452,-0.8162,-0.7927,-0.0204,-0.1004,0.1895,0.3672,0.7522,0.6028,0.6462,0.9638,40.5593,1.0572,0.9988,0.3371,0.004,BaSeL
592,152,9.511884,5.454,2.758,-2.4392,-0.7971,-0.788,-0.0203,-0.1003,0.1891,0.3665,0.7506,0.6023,0.6454,0.9669,40.5381,1.1925,1.131,0.3793,0.004,BaSeL
593,153,9.544068,5.5441,2.9012,-2.4626,-0.7959,-0.7903,-0.0203,-0.1006,0.1895,0.3671,0.752,0.6038,0.6468,0.9683,40.4349,1.2929,1.2241,0.4312,0.004,BaSeL
594,154,9.574031,5.6027,2.9451,-2.5044,-0.8088,-0.7991,-0.0205,-0.1014,0.1916,0.3707,0.759,0.6098,0.6531,0.9815,40.4174,1.3694,1.2874,0.4474,0.004,BaSeL
595,155,9.60206,5.6609,2.9983,-2.5415,-0.8193,-0.8062,-0.0207,-0.102,0.1933,0.3735,0.7645,0.6146,0.6581,0.991,40.3993,1.4482,1.3537,0.4683,0.004,BaSeL
596,156,9.628389,5.7211,3.0626,-2.575,-0.827,-0.8117,-0.0209,-0.1025,0.1946,0.3758,0.7686,0.6183,0.6619,0.9968,40.3805,1.5327,1.4264,0.4953,0.004,BaSeL
597,157,9.653213,5.7765,3.1417,-2.61,-0.8339,-0.8166,-0.021,-0.1029,0.1955,0.3775,0.772,0.6211,0.6649,1.0009,40.3642,1.6145,1.4967,0.5311,0.004,BaSeL
598,158,9.676694,5.8194,3.2098,-2.6512,-0.8443,-0.8228,-0.0211,-0.1034,0.1967,0.3795,0.7761,0.6246,0.6685,1.0063,40.3916,1.6832,1.5526,0.564,0.004,BaSeL
599,159,9.69897,5.8606,3.2769,-2.6842,-0.853,-0.8279,-0.0213,-0.1038,0.1977,0.3813,0.7795,0.6275,0.6716,1.0108,40.4279,1.7509,1.6084,0.5983,0.004,BaSeL
600,160,9.72016,5.9008,3.3427,-2.7127,-0.8607,-0.8323,-0.0214,-0.1042,0.1986,0.3828,0.7825,0.63,0.6743,1.0146,40.47,1.8186,1.6647,0.634,0.004,BaSeL
601,161,9.740363,5.94,3.4072,-2.7396,-0.8677,-0.8363,-0.0215,-0.1045,0.1994,0.3842,0.7852,0.6323,0.6766,1.018,40.5152,1.8869,1.7218,0.6712,0.004,BaSeL
602,162,9.759667,5.978,3.47,-2.7672,-0.8747,-0.8403,-0.0215,-0.1048,0.2001,0.3854,0.7878,0.6345,0.6789,1.0209,40.5619,1.9558,1.7789,0.7095,0.004,BaSeL
603,163,9.778152,6.004,3.515,-2.8052,-0.8877,-0.8466,-0.0217,-0.1053,0.2012,0.3873,0.7917,0.6376,0.6822,1.0258,40.6087,2.0088,1.8179,0.7378,0.004,BaSeL
604,164,9.79588,6.0316,3.5321,-2.8348,-0.8982,-0.8522,-0.0218,-0.1057,0.2024,0.3893,0.7957,0.641,0.6858,1.0327,40.6585,2.0654,1.8608,0.748,0.004,BaSeL
605,165,9.812913,6.0617,3.5484,-2.8593,-0.9067,-0.8567,-0.0219,-0.1061,0.2034,0.391,0.7991,0.6438,0.6887,1.0383,40.7053,2.1275,1.9098,0.758,0.004,BaSeL
606,166,9.829304,6.0912,3.5662,-2.8809,-0.9142,-0.8608,-0.022,-0.1064,0.2042,0.3925,0.802,0.6462,0.6913,1.0431,40.7567,2.1896,1.9592,0.7692,0.004,BaSeL
607,167,9.845098,6.1206,3.5855,-2.8991,-0.921,-0.8643,-0.0221,-0.1066,0.205,0.3938,0.8046,0.6484,0.6936,1.0472,40.8102,2.2525,2.0098,0.7818,0.004,BaSeL
608,168,9.860338,6.1498,3.6064,-2.9136,-0.9269,-0.8672,-0.0222,-0.1068,0.2056,0.3949,0.8068,0.6502,0.6955,1.0505,40.8639,2.3158,2.0613,0.7957,0.004,BaSeL
609,169,9.875061,6.1786,3.6287,-2.9248,-0.9318,-0.8696,-0.0222,-0.107,0.2061,0.3958,0.8086,0.6517,0.697,1.053,40.9167,2.3793,2.1137,0.8111,0.004,BaSeL
610,170,9.889301,6.2073,3.6525,-2.9338,-0.9361,-0.8716,-0.0223,-0.1071,0.2066,0.3966,0.8101,0.6529,0.6983,1.0548,40.9681,2.4433,2.1671,0.8279,0.004,BaSeL
611,171,9.90309,6.236,3.6779,-2.9408,-0.9398,-0.8732,-0.0223,-0.1072,0.2069,0.3972,0.8113,0.6539,0.6993,1.056,41.0174,2.5085,2.222,0.8462,0.004,BaSeL
