,index,log-age-yr,Vmag,Kmag,V-F220W,V-F250W,V-F330W,V-F410W,V-F435W,V-F475W,V-F555W,V-F606W,V-F625W,V-F775W,V-F814W,log Nly,Mt/Lb,Mt/Lv,Mt/Lk,Z,Library
4225,45,6.540004,-0.1805,0.3655,2.5094,2.1844,1.6717,0.4804,0.276,0.1237,0.0221,-0.0002,-0.0334,-0.1129,-0.1698,45.9337,0.0043,0.0096,0.064,0.05,stelib
4226,46,6.560002,-0.091,0.4495,2.5164,2.1897,1.6726,0.48,0.2759,0.1239,0.0221,-0.0002,-0.0335,-0.1124,-0.168,45.8596,0.0047,0.0104,0.069,0.05,stelib
4227,47,6.580001,-0.0325,0.403,2.5125,2.1865,1.6692,0.477,0.2734,0.1224,0.0219,0.0004,-0.032,-0.1043,-0.1568,45.756,0.005,0.011,0.066,0.05,stelib
4228,48,6.600003,-0.0053,0.0587,2.4893,2.1652,1.6495,0.4645,0.2635,0.1162,0.0208,0.0028,-0.0257,-0.0696,-0.1097,45.7029,0.0051,0.0113,0.048,0.05,stelib
4229,49,6.620001,0.0225,-0.3918,2.4629,2.1402,1.6257,0.4485,0.2506,0.108,0.0192,0.0068,-0.0158,-0.0106,-0.031,45.664,0.0053,0.0115,0.0316,0.05,stelib
4230,50,6.640004,0.0517,-0.8557,2.4335,2.1116,1.598,0.4287,0.2344,0.0973,0.017,0.0127,-0.0019,0.0756,0.0818,45.6267,0.0055,0.0118,0.0206,0.05,stelib
4231,51,6.660002,0.0849,-1.2327,2.4016,2.0801,1.5669,0.4057,0.2153,0.0847,0.0144,0.02,0.015,0.1751,0.2088,45.6011,0.0058,0.0122,0.0145,0.05,stelib
4232,52,6.68,0.1248,-1.517,2.3688,2.047,1.5336,0.3805,0.1944,0.0707,0.0115,0.0282,0.0338,0.2768,0.3352,45.5715,0.0061,0.0126,0.0112,0.05,stelib
4233,53,6.700002,0.1714,-1.7451,2.3361,2.0131,1.4986,0.3529,0.1712,0.0553,0.0082,0.0375,0.0547,0.3811,0.4617,45.5373,0.0065,0.0131,0.009,0.05,stelib
4234,54,6.720002,0.2266,-1.9345,2.3036,1.9783,1.4617,0.3227,0.1457,0.0381,0.0046,0.0481,0.0781,0.4886,0.5894,45.4948,0.0069,0.0138,0.0076,0.05,stelib
4235,55,6.739999,0.2929,-2.0944,2.2732,1.9446,1.4243,0.2897,0.1173,0.0188,0.0004,0.0604,0.1048,0.6009,0.7198,45.4411,0.0075,0.0146,0.0065,0.05,stelib
4236,56,6.76,0.3739,-2.2289,2.248,1.915,1.3889,0.2527,0.0848,-0.0037,-0.0045,0.0751,0.1361,0.7196,0.855,45.3703,0.0083,0.0157,0.0058,0.05,stelib
4237,57,6.78,0.4721,-2.3407,2.228,1.89,1.3561,0.2116,0.0478,-0.0299,-0.0104,0.0928,0.173,0.846,0.9961,45.2712,0.0094,0.0172,0.0052,0.05,stelib
4238,58,6.800002,0.5894,-2.4309,2.2185,1.8753,1.3319,0.1672,0.0059,-0.0605,-0.0174,0.1142,0.2167,0.9812,1.1441,45.1244,0.0109,0.0191,0.0048,0.05,stelib
4239,59,6.819998,0.7059,-2.3791,2.2256,1.8828,1.3357,0.1487,-0.0137,-0.0762,-0.0211,0.1263,0.241,1.0378,1.2021,44.8601,0.0123,0.0212,0.005,0.05,stelib
4240,60,6.839999,0.8297,-2.0855,2.2818,1.9437,1.4005,0.2113,0.041,-0.0391,-0.0137,0.1066,0.2005,0.9121,1.0642,44.4165,0.0131,0.0237,0.0065,0.05,stelib
4241,61,6.860003,0.9098,-1.9511,2.2993,1.9651,1.4258,0.2376,0.0644,-0.0228,-0.0103,0.0977,0.1819,0.853,1.0007,44.3194,0.0137,0.0254,0.0073,0.05,stelib
4242,62,6.880002,0.971,-1.9328,2.2969,1.9664,1.4312,0.2457,0.0719,-0.0172,-0.0093,0.0954,0.1763,0.8492,1.0012,44.244,0.0143,0.0267,0.0074,0.05,stelib
4243,63,6.900001,1.0399,-1.9091,2.2977,1.9707,1.44,0.2568,0.0822,-0.0096,-0.0078,0.0922,0.1684,0.8431,1.0,44.165,0.0151,0.0283,0.0075,0.05,stelib
4244,64,6.919998,1.1168,-1.879,2.3041,1.9802,1.4538,0.2722,0.0963,0.0008,-0.0058,0.0876,0.1574,0.833,0.9958,44.0875,0.0159,0.0302,0.0077,0.05,stelib
4245,65,6.939998,1.2024,-1.8416,2.3163,1.9955,1.4735,0.2931,0.1152,0.0147,-0.0032,0.0814,0.1423,0.8175,0.9872,44.0092,0.0168,0.0325,0.0079,0.05,stelib
4246,66,6.96,1.2961,-1.7946,2.3369,2.0188,1.5008,0.3215,0.1409,0.0333,0.0005,0.0727,0.1213,0.7931,0.971,43.9332,0.0178,0.0352,0.0082,0.05,stelib
4247,67,6.979999,1.3951,-1.6579,2.373,2.059,1.5457,0.3662,0.181,0.0622,0.0063,0.0577,0.0858,0.7224,0.9022,43.8538,0.0187,0.0383,0.0093,0.05,stelib
4248,68,7.0,1.4687,-1.5003,2.3854,2.0756,1.5676,0.3912,0.2042,0.0794,0.0101,0.0469,0.0616,0.6442,0.8176,43.7745,0.0195,0.0408,0.0106,0.05,stelib
4249,69,7.019988,1.512,-1.4863,2.3671,2.0618,1.5595,0.3883,0.2028,0.079,0.0102,0.0468,0.0613,0.6433,0.8189,43.6944,0.0203,0.0423,0.0107,0.05,stelib
4250,70,7.040009,1.5588,-1.4633,2.3526,2.0512,1.5545,0.3864,0.2019,0.0789,0.0102,0.0466,0.0609,0.6419,0.8194,43.6175,0.0211,0.0441,0.0109,0.05,stelib
4251,71,7.060018,1.6072,-1.4323,2.3368,2.0393,1.5481,0.3837,0.2005,0.0785,0.0103,0.0464,0.0605,0.6401,0.8189,43.5397,0.022,0.0459,0.0112,0.05,stelib
4252,72,7.080013,1.6582,-1.3915,2.3204,2.0265,1.5411,0.3807,0.1988,0.078,0.0103,0.0462,0.0602,0.6382,0.8178,43.4622,0.023,0.048,0.0116,0.05,stelib
4253,73,7.099991,1.7099,-1.3398,2.3033,2.0128,1.5328,0.3774,0.197,0.0776,0.0103,0.0459,0.0598,0.6354,0.8148,43.3856,0.0241,0.0502,0.0122,0.05,stelib
4254,74,7.119981,1.7623,-1.2323,2.2893,2.0021,1.5274,0.3773,0.1982,0.0791,0.0108,0.0442,0.0562,0.6169,0.7913,43.3057,0.0252,0.0525,0.0134,0.05,stelib
4255,75,7.140005,1.8124,-1.0687,2.2818,1.9986,1.5295,0.384,0.2054,0.0848,0.0123,0.0392,0.0458,0.5619,0.7246,43.2224,0.0261,0.0548,0.0155,0.05,stelib
4256,76,7.159988,1.8482,-1.008,2.2609,1.9819,1.5188,0.3793,0.2024,0.0834,0.0121,0.0394,0.0466,0.5622,0.7228,43.1352,0.027,0.0565,0.0163,0.05,stelib
4257,77,7.180011,1.8824,-0.9783,2.2382,1.9634,1.5066,0.3724,0.1975,0.0805,0.0116,0.0408,0.0498,0.5743,0.7357,43.0451,0.0279,0.0581,0.0167,0.05,stelib
4258,78,7.200002,1.9183,-0.9443,2.2151,1.9445,1.4941,0.3654,0.1923,0.0774,0.011,0.0422,0.0531,0.586,0.7479,42.9502,0.0288,0.0599,0.0172,0.05,stelib
4259,79,7.220004,1.9562,-0.9057,2.1904,1.924,1.4806,0.3579,0.1868,0.0742,0.0104,0.0436,0.0565,0.5973,0.7595,42.8528,0.0299,0.0618,0.0178,0.05,stelib
4260,80,7.24,1.9951,-0.8622,2.1635,1.9015,1.4653,0.3496,0.1809,0.0708,0.0097,0.0451,0.06,0.6077,0.7699,42.7533,0.031,0.0638,0.0185,0.05,stelib
4261,81,7.26,2.0352,-0.8127,2.1347,1.8769,1.4483,0.3408,0.1747,0.0672,0.0091,0.0465,0.0636,0.6171,0.7788,42.6543,0.0323,0.066,0.0193,0.05,stelib
4262,82,7.280009,2.0765,-0.7559,2.1047,1.8511,1.4302,0.3316,0.1682,0.0634,0.0084,0.0479,0.0672,0.625,0.7858,42.5573,0.0336,0.0684,0.0202,0.05,stelib
4263,83,7.300008,2.1179,-0.6901,2.0759,1.826,1.4124,0.3226,0.1618,0.0597,0.0077,0.0492,0.0706,0.6304,0.7896,42.4673,0.0349,0.0708,0.0214,0.05,stelib
4264,84,7.320001,2.1589,-0.6143,2.0447,1.7983,1.392,0.3129,0.1551,0.0559,0.007,0.0503,0.0738,0.6333,0.7901,42.3818,0.0364,0.0733,0.0229,0.05,stelib
4265,85,7.340008,2.1978,-0.5173,2.0111,1.768,1.3686,0.303,0.1489,0.0526,0.0064,0.0509,0.0761,0.6298,0.7824,42.3007,0.0378,0.0757,0.025,0.05,stelib
4266,86,7.360006,2.2348,-0.3547,1.9878,1.7483,1.3557,0.3029,0.1513,0.0553,0.0072,0.0473,0.0694,0.5845,0.7263,42.2209,0.0388,0.0781,0.0289,0.05,stelib
4267,87,7.379994,2.2607,-0.2697,1.9557,1.7198,1.3342,0.2958,0.1476,0.0537,0.007,0.0466,0.0688,0.564,0.7003,42.1377,0.0397,0.0798,0.0312,0.05,stelib
4268,88,7.400002,2.2763,-0.2505,1.912,1.6801,1.3026,0.2817,0.1381,0.0483,0.0059,0.0483,0.0738,0.5676,0.7032,42.0465,0.0405,0.0807,0.0316,0.05,stelib
4269,89,7.420005,2.2898,-0.2287,1.8629,1.635,1.266,0.2661,0.1279,0.0426,0.0049,0.05,0.0788,0.5694,0.7038,41.9501,0.0413,0.0816,0.0322,0.05,stelib
4270,90,7.439995,2.3016,-0.2029,1.8103,1.5865,1.2263,0.2496,0.1172,0.0366,0.0038,0.0517,0.0837,0.5693,0.702,41.8456,0.042,0.0823,0.0329,0.05,stelib
4271,91,7.462398,2.3111,-0.1703,1.7415,1.5225,1.1729,0.2287,0.1041,0.0296,0.0025,0.0535,0.0893,0.5665,0.6966,41.7185,0.0427,0.0828,0.0338,0.05,stelib
4272,92,7.477121,2.3157,-0.1456,1.692,1.4762,1.1339,0.214,0.095,0.0248,0.0016,0.0546,0.093,0.5631,0.691,41.6309,0.0431,0.083,0.0346,0.05,stelib
4273,93,7.491362,2.3185,-0.1191,1.6398,1.4271,1.0921,0.1989,0.0858,0.02,0.0007,0.0556,0.0965,0.5584,0.6839,41.5436,0.0434,0.0831,0.0354,0.05,stelib
4274,94,7.50515,2.32,-0.0904,1.5852,1.3754,1.0479,0.1836,0.0766,0.0152,-0.0002,0.0566,0.0998,0.5527,0.6754,41.4558,0.0437,0.0831,0.0363,0.05,stelib
4275,95,7.518514,2.3218,-0.0579,1.5312,1.3243,1.0042,0.1687,0.0678,0.0106,-0.001,0.0575,0.103,0.5463,0.6659,41.3695,0.044,0.0831,0.0373,0.05,stelib
4276,96,7.531479,2.3243,-0.021,1.4792,1.2751,0.9621,0.1546,0.0593,0.0062,-0.0017,0.0584,0.1061,0.5391,0.6554,41.288,0.0444,0.0832,0.0386,0.05,stelib
4277,97,7.544068,2.3267,0.0203,1.4287,1.2272,0.921,0.1411,0.0511,0.0019,-0.0025,0.0592,0.109,0.5309,0.6435,41.2098,0.0447,0.0833,0.04,0.05,stelib
4278,98,7.556303,2.3309,0.0679,1.3828,1.1835,0.8837,0.1287,0.0435,-0.0022,-0.0031,0.06,0.1119,0.522,0.6307,41.1377,0.045,0.0835,0.0417,0.05,stelib
4279,99,7.568202,2.3374,0.1265,1.343,1.1459,0.8518,0.118,0.0368,-0.0059,-0.0037,0.0606,0.1143,0.5112,0.6152,41.0744,0.0455,0.0839,0.044,0.05,stelib
4280,100,7.579783,2.3439,0.1972,1.3074,1.1124,0.824,0.111,0.0332,-0.0074,-0.0038,0.0601,0.1141,0.4918,0.5901,41.0159,0.0458,0.0843,0.0469,0.05,stelib
4281,101,7.591064,2.3528,0.2468,1.274,1.0812,0.7986,0.106,0.0314,-0.0077,-0.0038,0.0593,0.1129,0.4787,0.5737,40.9559,0.0462,0.0849,0.049,0.05,stelib
4282,102,7.60206,2.3645,0.2901,1.2451,1.0543,0.7772,0.1027,0.0306,-0.0073,-0.0037,0.0584,0.1113,0.4694,0.5623,40.8989,0.0466,0.0857,0.051,0.05,stelib
4283,103,7.628389,2.3859,0.3164,1.1705,0.9848,0.7216,0.088,0.0222,-0.0114,-0.0044,0.0593,0.1141,0.4727,0.5662,40.7536,0.0477,0.0872,0.0521,0.05,stelib
4284,104,7.653213,2.414,0.3512,1.1117,0.9309,0.6807,0.0773,0.016,-0.0145,-0.0049,0.0602,0.1165,0.4752,0.5691,40.6153,0.0491,0.0892,0.0536,0.05,stelib
4285,105,7.676693,2.4494,0.3994,1.0677,0.8915,0.6534,0.0698,0.0113,-0.017,-0.0054,0.0609,0.1184,0.4764,0.5705,40.4862,0.0507,0.0919,0.0559,0.05,stelib
4286,106,7.69897,2.4881,0.4587,1.0336,0.8615,0.6342,0.0645,0.0078,-0.0189,-0.0057,0.0613,0.1197,0.4754,0.5692,40.3686,0.0526,0.095,0.0589,0.05,stelib
4287,107,7.72016,2.5272,0.5333,1.0048,0.8365,0.619,0.0609,0.0056,-0.0199,-0.0057,0.0612,0.1198,0.4696,0.5622,40.2585,0.0545,0.0983,0.0629,0.05,stelib
4288,108,7.740363,2.5652,0.6062,0.9841,0.8194,0.6107,0.0622,0.0074,-0.0182,-0.0053,0.0598,0.1168,0.458,0.549,40.1572,0.0562,0.1016,0.0672,0.05,stelib
4289,109,7.756545,2.5948,0.6543,0.965,0.8034,0.6024,0.0611,0.007,-0.0181,-0.0052,0.0592,0.1157,0.4522,0.5422,40.07,0.0576,0.1042,0.0701,0.05,stelib
4290,110,7.806546,2.6761,0.7401,0.8953,0.7433,0.5669,0.0451,-0.0057,-0.0259,-0.0063,0.0616,0.1216,0.4606,0.5507,39.7867,0.0624,0.1117,0.0754,0.05,stelib
4291,111,7.856548,2.7645,0.8494,0.8177,0.6757,0.5254,0.0275,-0.0194,-0.0338,-0.0071,0.0632,0.1258,0.462,0.5508,39.4955,0.0679,0.1202,0.0828,0.05,stelib
4292,112,7.906545,2.8547,1.0054,0.7462,0.6133,0.4864,0.0123,-0.0308,-0.0398,-0.0075,0.0632,0.1267,0.4485,0.5328,39.2225,0.0739,0.1296,0.0948,0.05,stelib
4293,113,7.956543,2.9401,1.1703,0.6826,0.5587,0.4539,0.0047,-0.0353,-0.0412,-0.0072,0.0609,0.1225,0.4243,0.5031,38.9729,0.0796,0.1392,0.1095,0.05,stelib
4294,114,8.006552,2.9847,0.5357,0.5781,0.4643,0.3856,-0.0325,-0.0649,-0.0595,-0.0103,0.0685,0.1396,0.4936,0.6054,40.9584,0.0843,0.1439,0.0606,0.05,stelib
4295,115,8.056561,3.0561,0.5666,0.4745,0.3717,0.3213,-0.0631,-0.0878,-0.0729,-0.0123,0.0716,0.1479,0.5052,0.6183,40.9756,0.091,0.1524,0.0618,0.05,stelib
4296,116,8.106531,3.1306,0.6144,0.3598,0.2691,0.2497,-0.0954,-0.111,-0.0858,-0.0141,0.0734,0.1538,0.5054,0.6178,41.0608,0.0985,0.162,0.0641,0.05,stelib
4297,117,8.156549,3.2104,0.6878,0.2572,0.1783,0.1877,-0.1216,-0.1289,-0.0948,-0.0149,0.0731,0.1548,0.4873,0.5958,41.0163,0.1066,0.173,0.0681,0.05,stelib
4298,118,8.206556,3.2841,0.7326,0.1553,0.0899,0.1288,-0.1447,-0.1439,-0.1019,-0.0155,0.073,0.1557,0.4812,0.5895,41.0486,0.1145,0.1836,0.0704,0.05,stelib
4299,119,8.25655,3.3527,0.8098,0.0189,-0.03,0.0453,-0.1859,-0.1737,-0.1186,-0.0178,0.0774,0.1669,0.4979,0.6056,41.0213,0.1239,0.194,0.0749,0.05,stelib
4300,120,8.306554,3.4193,0.8418,-0.1519,-0.1779,-0.0542,-0.2366,-0.2107,-0.1394,-0.0208,0.0832,0.181,0.525,0.6347,41.0078,0.135,0.2051,0.0767,0.05,stelib
4301,121,8.356543,3.4917,0.8857,-0.3481,-0.345,-0.1633,-0.2883,-0.2475,-0.1594,-0.0233,0.0883,0.1934,0.5473,0.6579,40.963,0.1478,0.218,0.0795,0.05,stelib
4302,122,8.40654,3.5768,0.9462,-0.5678,-0.5269,-0.2749,-0.3414,-0.2855,-0.1797,-0.0257,0.0932,0.2051,0.5664,0.6768,40.9426,0.1639,0.2344,0.0835,0.05,stelib
4303,123,8.456549,3.673,1.0264,-0.7868,-0.6994,-0.3712,-0.3898,-0.3196,-0.1975,-0.0277,0.0971,0.2145,0.5783,0.6876,40.9187,0.183,0.2547,0.0894,0.05,stelib
4304,124,8.506546,3.7837,1.1355,-0.9495,-0.8221,-0.4333,-0.4217,-0.3415,-0.2082,-0.0286,0.0985,0.2184,0.5759,0.6823,40.8922,0.2049,0.2804,0.0983,0.05,stelib
4305,125,8.556543,3.8857,1.2391,-1.1359,-0.9572,-0.4985,-0.4618,-0.371,-0.2241,-0.0306,0.1021,0.2272,0.5848,0.6882,40.8616,0.2292,0.3062,0.1075,0.05,stelib
4306,126,8.606543,3.9845,1.3291,-1.3456,-1.1033,-0.5685,-0.5158,-0.4123,-0.2477,-0.0338,0.1091,0.2431,0.61,0.7125,40.8265,0.2582,0.3334,0.1161,0.05,stelib
4307,127,8.656549,4.0855,1.343,-1.5628,-1.2426,-0.6287,-0.5789,-0.4613,-0.276,-0.038,0.1185,0.2638,0.6515,0.7591,40.8108,0.2931,0.3633,0.1168,0.05,stelib
4308,128,8.706547,4.1826,1.3635,-1.7793,-1.3712,-0.6793,-0.636,-0.5061,-0.3019,-0.0419,0.1268,0.282,0.6882,0.8003,40.7887,0.3302,0.3944,0.1181,0.05,stelib
4309,129,8.756545,4.289,1.3929,-1.9693,-1.4716,-0.7119,-0.6872,-0.5464,-0.3251,-0.0455,0.1345,0.2986,0.7229,0.8402,40.7661,0.3738,0.4319,0.1205,0.05,stelib
4310,130,8.806546,4.385,1.4206,-2.2148,-1.5961,-0.7561,-0.7487,-0.5943,-0.3524,-0.0495,0.1432,0.3172,0.7607,0.8831,40.7331,0.4217,0.4684,0.1227,0.05,stelib
4311,131,8.856547,4.4913,1.4175,-2.5029,-1.7369,-0.8126,-0.8231,-0.6514,-0.3844,-0.0542,0.1538,0.3392,0.8067,0.9363,40.7274,0.4838,0.5127,0.1214,0.05,stelib
4312,132,8.90655,4.6054,1.4628,-2.8052,-1.8666,-0.8597,-0.8931,-0.7045,-0.4133,-0.058,0.1631,0.3581,0.8413,0.9739,40.7103,0.5575,0.5658,0.1258,0.05,stelib
4313,133,8.956548,4.7234,1.5163,-3.1114,-1.9981,-0.915,-0.9658,-0.7584,-0.4417,-0.0616,0.1716,0.3753,0.8733,1.0091,40.6876,0.6449,0.6267,0.1313,0.05,stelib
4314,134,9.006552,4.841,1.5802,-3.3715,-2.1207,-0.977,-1.0289,-0.8028,-0.4642,-0.0643,0.178,0.3881,0.8976,1.0366,40.6586,0.7398,0.6939,0.1383,0.05,stelib
4315,135,9.056561,4.9299,1.6296,-3.6003,-2.2397,-1.0475,-1.0956,-0.8492,-0.4881,-0.0674,0.186,0.4037,0.9302,1.0724,40.6283,0.8277,0.7481,0.1438,0.05,stelib
4316,136,9.106565,4.9949,1.6727,-3.8247,-2.3614,-1.1264,-1.1684,-0.8985,-0.5131,-0.0706,0.1947,0.4203,0.9657,1.1114,40.5949,0.9076,0.789,0.1487,0.05,stelib
4317,137,9.156549,5.1984,1.902,-3.8982,-2.3492,-1.0963,-1.1657,-0.8978,-0.5128,-0.0707,0.1955,0.4213,0.9764,1.1207,40.798,1.087,0.9453,0.1824,0.05,stelib
4318,138,9.206556,5.3189,1.9721,-4.0311,-2.4048,-1.1247,-1.2019,-0.9235,-0.5261,-0.0727,0.2011,0.4316,1.0074,1.1559,40.8215,1.229,1.0473,0.1929,0.05,stelib
4319,139,9.225309,5.3689,2.0154,-4.0735,-2.4214,-1.1322,-1.2124,-0.931,-0.5301,-0.0733,0.2028,0.4347,1.0163,1.1656,40.8322,1.2906,1.0931,0.2001,0.05,stelib
4320,140,9.230449,5.3834,2.0296,-4.0837,-2.4248,-1.1333,-1.2145,-0.9326,-0.5309,-0.0734,0.2032,0.4353,1.0182,1.1675,40.8352,1.3083,1.1068,0.2026,0.05,stelib
4321,141,9.255273,5.4627,2.1099,-4.1424,-2.4433,-1.1381,-1.2242,-0.9396,-0.5345,-0.0739,0.2046,0.438,1.0248,1.1746,40.8501,1.4093,1.1857,0.2172,0.05,stelib
4322,142,9.278753,5.5534,2.293,-4.1922,-2.4516,-1.1333,-1.2254,-0.9404,-0.5346,-0.0737,0.2041,0.4373,1.0176,1.1633,40.7941,1.5266,1.2839,0.2561,0.05,stelib
4323,143,9.30103,5.6018,2.3294,-4.2656,-2.4934,-1.1586,-1.2474,-0.9554,-0.5421,-0.0748,0.207,0.4425,1.0295,1.1769,40.7992,1.6087,1.3372,0.2638,0.05,stelib
4324,144,9.322219,5.6499,2.3671,-4.3304,-2.533,-1.1832,-1.2676,-0.9688,-0.5489,-0.0757,0.2096,0.4474,1.0405,1.1894,40.8101,1.693,1.3926,0.2721,0.05,stelib
4325,145,9.342422,5.6969,2.4061,-4.3854,-2.5684,-1.2055,-1.2853,-0.9803,-0.5547,-0.0765,0.2119,0.4517,1.0501,1.2004,40.825,1.7776,1.4491,0.281,0.05,stelib
4326,146,9.361728,5.7444,2.4466,-4.4344,-2.6016,-1.2266,-1.3017,-0.9908,-0.56,-0.0773,0.2141,0.4558,1.059,1.2107,40.8438,1.8661,1.5089,0.2907,0.05,stelib
4327,147,9.380211,5.7878,2.4882,-4.4645,-2.6239,-1.2407,-1.3127,-0.9976,-0.5635,-0.0779,0.2157,0.4586,1.065,1.2177,40.8654,1.9464,1.5653,0.3011,0.05,stelib
4328,148,9.39794,5.8289,2.5308,-4.4854,-2.6434,-1.2531,-1.322,-1.0032,-0.5663,-0.0783,0.2169,0.4609,1.0697,1.2231,40.8893,2.0239,1.6206,0.3122,0.05,stelib
4329,149,9.414973,5.8688,2.5729,-4.5031,-2.6642,-1.2672,-1.3322,-1.0091,-0.5694,-0.0787,0.2183,0.4635,1.0748,1.2288,40.9149,2.1032,1.6762,0.3236,0.05,stelib
4330,150,9.439333,5.9337,2.648,-4.5215,-2.6893,-1.2836,-1.3445,-1.0161,-0.573,-0.0793,0.2202,0.4668,1.0818,1.2365,40.9363,2.2357,1.7719,0.3452,0.05,stelib
4331,151,9.477121,6.0146,2.6999,-4.44,-2.7256,-1.3206,-1.3723,-1.0333,-0.5823,-0.0809,0.2247,0.4749,1.1019,1.2594,41.0058,2.4293,1.8989,0.3603,0.05,stelib
4332,152,9.511884,6.0953,2.7562,-4.3568,-2.7634,-1.3592,-1.4009,-1.0509,-0.5917,-0.0824,0.2291,0.4828,1.1209,1.281,41.0902,2.641,2.0355,0.3776,0.05,stelib
4333,153,9.544068,6.1794,2.8177,-4.2515,-2.8,-1.4005,-1.4305,-1.0689,-0.6013,-0.0839,0.2335,0.4907,1.14,1.3025,41.1784,2.8822,2.1896,0.3978,0.05,stelib
4334,154,9.574031,6.2536,2.8836,-4.1258,-2.8036,-1.4198,-1.445,-1.0778,-0.6063,-0.0849,0.2362,0.4955,1.1525,1.3165,41.2629,3.0955,2.3344,0.4209,0.05,stelib
4335,155,9.60206,6.3267,2.9562,-4.0013,-2.7966,-1.4299,-1.4539,-1.0838,-0.6098,-0.0855,0.238,0.4985,1.1614,1.3267,41.3413,3.3143,2.4871,0.4482,0.05,stelib
4336,156,9.628389,6.4325,3.0879,-3.854,-2.7608,-1.4148,-1.4456,-1.0781,-0.6072,-0.0853,0.2374,0.4975,1.1581,1.3221,41.4117,3.6244,2.7315,0.5042,0.05,stelib
4337,157,9.653213,6.4919,3.1609,-3.9312,-2.8064,-1.4369,-1.4586,-1.0853,-0.6106,-0.0857,0.2384,0.4994,1.1596,1.3232,41.3543,3.8359,2.875,0.5373,0.05,stelib
4338,158,9.676694,6.5366,3.186,-3.9362,-2.8407,-1.4644,-1.4764,-1.096,-0.6159,-0.0864,0.2403,0.5029,1.1678,1.3327,41.3446,4.0167,2.9855,0.548,0.05,stelib
4339,159,9.69897,6.5799,3.2122,-3.9389,-2.8735,-1.4907,-1.4933,-1.1059,-0.6208,-0.0871,0.2422,0.5062,1.1754,1.3415,41.3348,4.1998,3.0973,0.5596,0.05,stelib
4340,160,9.72016,6.6225,3.2397,-3.9413,-2.9055,-1.5163,-1.5095,-1.1155,-0.6255,-0.0878,0.2439,0.5094,1.1826,1.3499,41.3249,4.3873,3.2114,0.5722,0.05,stelib
4341,161,9.740363,6.664,3.2683,-3.943,-2.9353,-1.54,-1.5245,-1.1242,-0.6299,-0.0884,0.2455,0.5123,1.1892,1.3575,41.3148,4.5762,3.3268,0.5858,0.05,stelib
4342,162,9.759667,6.7049,3.2982,-3.9445,-2.9639,-1.563,-1.5387,-1.1325,-0.6339,-0.089,0.247,0.515,1.1954,1.3645,41.304,4.7692,3.4447,0.6005,0.05,stelib
4343,163,9.778152,6.7445,3.3295,-3.9436,-2.9868,-1.5821,-1.5502,-1.1392,-0.6372,-0.0895,0.2483,0.5172,1.2006,1.3705,41.2931,4.9591,3.5632,0.6164,0.05,stelib
4344,164,9.79588,6.7829,3.3621,-3.9415,-3.0044,-1.5971,-1.5591,-1.1443,-0.6398,-0.0899,0.2493,0.5191,1.205,1.3755,41.282,5.1453,3.682,0.6335,0.05,stelib
4345,165,9.812913,6.8203,3.3961,-3.9385,-3.0173,-1.6083,-1.5657,-1.148,-0.6418,-0.0902,0.2501,0.5205,1.2087,1.3796,41.2709,5.328,3.8014,0.652,0.05,stelib
4346,166,9.829304,6.8569,3.4314,-3.9359,-3.0276,-1.6175,-1.5711,-1.1511,-0.6434,-0.0904,0.2509,0.5218,1.2119,1.3832,41.2594,5.5108,3.9222,0.6719,0.05,stelib
4347,167,9.845098,6.8922,3.4681,-3.9349,-3.0357,-1.6244,-1.5752,-1.1534,-0.6446,-0.0906,0.2514,0.5228,1.2144,1.3858,41.2471,5.6906,4.0426,0.6934,0.05,stelib
4348,168,9.860338,6.9276,3.5067,-3.9343,-3.0422,-1.6296,-1.5782,-1.1552,-0.6455,-0.0908,0.2519,0.5235,1.2163,1.3879,41.2344,5.8746,4.1672,0.7169,0.05,stelib
4349,169,9.875061,6.9687,3.5499,-3.9299,-3.0438,-1.6307,-1.579,-1.1558,-0.6459,-0.0909,0.2522,0.524,1.2185,1.3904,41.221,6.0911,4.3186,0.7444,0.05,stelib
4350,170,9.889301,7.0491,3.6877,-4.0027,-3.0495,-1.6109,-1.564,-1.145,-0.6404,-0.09,0.2498,0.5201,1.2031,1.3711,41.148,6.4898,4.6405,0.8433,0.05,stelib
4351,171,9.90309,7.0723,3.7033,-4.0013,-3.0618,-1.6216,-1.5702,-1.1485,-0.6422,-0.0902,0.2506,0.5214,1.2063,1.3749,41.1434,6.6429,4.7369,0.8548,0.05,stelib
4352,172,9.916454,7.0953,3.7188,-3.9969,-3.0736,-1.6324,-1.5764,-1.152,-0.6439,-0.0905,0.2513,0.5226,1.2095,1.3786,41.1389,6.7982,4.8342,0.8665,0.05,stelib
4353,173,9.929419,7.1181,3.7343,-3.9921,-3.0854,-1.6433,-1.5827,-1.1555,-0.6457,-0.0907,0.252,0.5239,1.2127,1.3823,41.1342,6.9562,4.9328,0.8782,0.05,stelib
4354,174,9.942008,7.1408,3.7497,-3.9875,-3.0978,-1.6547,-1.5892,-1.1591,-0.6475,-0.091,0.2527,0.5252,1.2159,1.386,41.1296,7.1182,5.0332,0.89,0.05,stelib
4355,175,9.954243,7.1634,3.765,-3.9828,-3.1103,-1.6661,-1.5958,-1.1628,-0.6493,-0.0913,0.2535,0.5265,1.2191,1.3897,41.1249,7.2833,5.1351,0.902,0.05,stelib
